"","TimeSlice","Utilization_min","Utilization_median","Utilization_max"
"1","WIN-WK-D01",0.0461502511975698,0.0644708132918283,0.124431362055124
"2","WIN-WK-D02",0.0458050946482823,0.063102760226139,0.101769911504425
"3","WIN-WK-D03",0.0454120943264067,0.0616924788226234,0.100981996726678
"4","WIN-WK-D04",0.0438882029408463,0.0608658567498156,0.0988362563514178
"5","WIN-WK-D05",0.0450250787355651,0.0611146986732333,0.0993615976428221
"6","WIN-WK-D06",0.047941210778024,0.0663105734069563,0.105866928875778
"7","WIN-WK-D07",0.0494402985074627,0.0826326963906582,0.130812049770792
"8","WIN-WK-D08",0.051156271899089,0.112513316397607,0.162572721396251
"9","WIN-WK-D09",0.0541549953314659,0.143318400471276,0.187358916478555
"10","WIN-WK-D10",0.0628886542297313,0.152441860465116,0.195478723404255
"11","WIN-WK-D11",0.0756775783174938,0.151936444885799,0.194000652103032
"12","WIN-WK-D12",0.0863140612173097,0.147153722055773,0.196492367651835
"13","WIN-WK-D13",0.0905813953488372,0.145532390651536,0.190058479532164
"14","WIN-WK-D14",0.0917655268667132,0.146267432321575,0.178464606181456
"15","WIN-WK-D15",0.0908456438292428,0.143926735116184,0.196983867196633
"16","WIN-WK-D16",0.0854084244821969,0.135631728637521,0.174867021276596
"17","WIN-WK-D17",0.0823145884270579,0.124225780063106,0.16843853820598
"18","WIN-WK-D18",0.0797767182230492,0.115557401989154,0.153620352250489
"19","WIN-WK-D19",0.0714285714285714,0.10979409030523,0.153294194390085
"20","WIN-WK-D20",0.0649063626846574,0.1011776413999,0.139124755062051
"21","WIN-WK-D21",0.0594691168963757,0.0897735817923171,0.126466753585398
"22","WIN-WK-D22",0.0533484676503973,0.0783295977350478,0.11860540892799
"23","WIN-WK-D23",0.0490658001624695,0.0704448527541423,0.118603411513859
"24","WIN-WK-D24",0.0463984425697599,0.0653456998313659,0.128246318607764
"25","WIN-SA-D01",0.0513277202072539,0.0705269253039954,0.0880948460398485
"26","WIN-SA-D02",0.0533364388028415,0.0692993821107781,0.0958544977879731
"27","WIN-SA-D03",0.0528711484593838,0.0682802811138364,0.0800570138971374
"28","WIN-SA-D04",0.0519087523277467,0.0673794525323684,0.0791315695812077
"29","WIN-SA-D05",0.0519571295433364,0.0681976232373338,0.0792443863609362
"30","WIN-SA-D06",0.0557884928954111,0.0732198210854024,0.0913838120104439
"31","WIN-SA-D07",0.0616269515201315,0.0919029340489449,0.118136439267887
"32","WIN-SA-D08",0.0783005617977528,0.124974362129789,0.158402662229617
"33","WIN-SA-D09",0.0969555035128806,0.153494051944185,0.178245270711024
"34","WIN-SA-D10",0.115942028985507,0.162520729684909,0.187993867201321
"35","WIN-SA-D11",0.135557629491367,0.16120195899394,0.187622629169392
"36","WIN-SA-D12",0.140009272137228,0.156622543780317,0.182627153236999
"37","WIN-SA-D13",0.138206672845227,0.15500913773052,0.17952041477641
"38","WIN-SA-D14",0.137999071494893,0.154933089518743,0.178083804143126
"39","WIN-SA-D15",0.135904286212104,0.153688388330147,0.184366082348145
"40","WIN-SA-D16",0.121679619533697,0.145385677439409,0.172022483826493
"41","WIN-SA-D17",0.113567955545265,0.133294920416864,0.163759689922481
"42","WIN-SA-D18",0.103803028551613,0.125665424427652,0.146951016327891
"43","WIN-SA-D19",0.0969346443030654,0.120317974594823,0.139677419354839
"44","WIN-SA-D20",0.0915297384864615,0.114057560779939,0.136804367310356
"45","WIN-SA-D21",0.0842397593149734,0.104544357269462,0.127096564077512
"46","WIN-SA-D22",0.0710319296621934,0.0931714677786795,0.114350686266548
"47","WIN-SA-D23",0.0617115581316059,0.0829010430951618,0.0995699099245314
"48","WIN-SA-D24",0.0512447462010993,0.0687540348612008,0.117992525360384
"49","WIN-SU-D01",0.0582758067105474,0.0735133102432728,0.0927868852459016
"50","WIN-SU-D02",0.0562695380340396,0.0713875393907563,0.086925711586158
"51","WIN-SU-D03",0.0552012060767714,0.0697444334898014,0.101883701883702
"52","WIN-SU-D04",0.054069700127359,0.0692308940137249,0.0904436860068259
"53","WIN-SU-D05",0.0541792081500347,0.0689109240896592,0.101145662847791
"54","WIN-SU-D06",0.0543855588984031,0.0692093670299096,0.0846717052432688
"55","WIN-SU-D07",0.055587791574794,0.0715112797709798,0.0927835051546392
"56","WIN-SU-D08",0.0598760378903052,0.0817230850139993,0.109743930828068
"57","WIN-SU-D09",0.0734073641145529,0.104579710144928,0.146412411118293
"58","WIN-SU-D10",0.094987732211707,0.127765940009834,0.169823861748089
"59","WIN-SU-D11",0.114441101596853,0.143873498931022,0.184491114701131
"60","WIN-SU-D12",0.118697113712762,0.15094519058245,0.186897239773861
"61","WIN-SU-D13",0.12515934639008,0.150492540965943,0.187196896217265
"62","WIN-SU-D14",0.117790132036136,0.149065874404065,0.196864316869032
"63","WIN-SU-D15",0.10867802108678,0.148667978384025,0.195811170212766
"64","WIN-SU-D16",0.0961427082126723,0.140247399031066,0.188672566371681
"65","WIN-SU-D17",0.0804691128657687,0.128386887156137,0.173435419440746
"66","WIN-SU-D18",0.0788131664348632,0.117698220354782,0.149492966961073
"67","WIN-SU-D19",0.0742115027829314,0.114132646296925,0.15109441359033
"68","WIN-SU-D20",0.0680579710144927,0.106492185522526,0.150539391958156
"69","WIN-SU-D21",0.061345416521436,0.0972846208153372,0.122712418300654
"70","WIN-SU-D22",0.0585433848298293,0.0873705147645932,0.127103414474759
"71","WIN-SU-D23",0.049342639181951,0.0766824120890342,0.1285140562249
"72","WIN-SU-D24",0.0581619537275064,0.0732249858154321,0.0955882352941176
"73","SPR-WK-D01",0.0409552845528455,0.0678301380812547,0.128589263420724
"74","SPR-WK-D02",0.0409694757124024,0.0668634009280238,0.128589263420724
"75","SPR-WK-D03",0.0405679513184584,0.0666718110965352,0.128589263420724
"76","SPR-WK-D04",0.0361868755063462,0.0664103224669859,0.128589263420724
"77","SPR-WK-D05",0.0410875519935072,0.0667807189199335,0.128589263420724
"78","SPR-WK-D06",0.0434606422854827,0.0715513201062334,0.128589263420724
"79","SPR-WK-D07",0.049883402615837,0.0860248447204969,0.128589263420724
"80","SPR-WK-D08",0.0504377238360525,0.11152625449261,0.154562383612663
"81","SPR-WK-D09",0.0504377238360525,0.138197424892704,0.171453165349401
"82","SPR-WK-D10",0.0504377238360525,0.149055005343961,0.176543689320388
"83","SPR-WK-D11",0.0504377238360525,0.149101053936764,0.183053557154277
"84","SPR-WK-D12",0.0504377238360525,0.14548688993735,0.187087653157399
"85","SPR-WK-D13",0.0504377238360525,0.140270400772574,0.187153146770575
"86","SPR-WK-D14",0.0504377238360525,0.139639641697466,0.178091985066328
"87","SPR-WK-D15",0.0504377238360525,0.137937766202918,0.17089534973394
"88","SPR-WK-D16",0.0504377238360525,0.130671989354624,0.161960695730743
"89","SPR-WK-D17",0.0504377238360525,0.11946839522443,0.150276617364796
"90","SPR-WK-D18",0.0504377238360525,0.111553473848556,0.144419391206313
"91","SPR-WK-D19",0.0504377238360525,0.106250140767922,0.135713253360312
"92","SPR-WK-D20",0.0504377238360525,0.0996445988320442,0.136396474497905
"93","SPR-WK-D21",0.0504377238360525,0.0885904447951046,0.128589263420724
"94","SPR-WK-D22",0.0491736794078881,0.0788017704710718,0.128589263420724
"95","SPR-WK-D23",0.0452240924761712,0.0720554896568249,0.128589263420724
"96","SPR-WK-D24",0.043288283711005,0.0688641287527081,0.128589263420724
"97","SPR-SA-D01",0.0504377238360525,0.0732537101196147,0.128589263420724
"98","SPR-SA-D02",0.0504377238360525,0.0714785770409154,0.128589263420724
"99","SPR-SA-D03",0.0504377238360525,0.070654293067145,0.128589263420724
"100","SPR-SA-D04",0.0504377238360525,0.0705275197358348,0.128589263420724
"101","SPR-SA-D05",0.0504377238360525,0.0714340935446463,0.128589263420724
"102","SPR-SA-D06",0.0504377238360525,0.0769410118908837,0.128589263420724
"103","SPR-SA-D07",0.0504377238360525,0.0947012806860724,0.128589263420724
"104","SPR-SA-D08",0.0504377238360525,0.125128439319557,0.16156462585034
"105","SPR-SA-D09",0.0504377238360525,0.148838895004349,0.184652006347767
"106","SPR-SA-D10",0.0504377238360525,0.158380065888275,0.191985510527507
"107","SPR-SA-D11",0.0504377238360525,0.161281089955897,0.191053227633069
"108","SPR-SA-D12",0.0504377238360525,0.153880681042899,0.201058823529412
"109","SPR-SA-D13",0.0504377238360525,0.150438431002427,0.186792025373811
"110","SPR-SA-D14",0.0504377238360525,0.150166296011703,0.180415295586066
"111","SPR-SA-D15",0.0504377238360525,0.145586600476173,0.182678428227747
"112","SPR-SA-D16",0.0504377238360525,0.136233925232925,0.169745042492918
"113","SPR-SA-D17",0.0504377238360525,0.126723236580127,0.162743322770484
"114","SPR-SA-D18",0.0504377238360525,0.120703388566888,0.152411282984531
"115","SPR-SA-D19",0.0504377238360525,0.117772649792558,0.144802541988198
"116","SPR-SA-D20",0.0504377238360525,0.112142983637487,0.138936146081434
"117","SPR-SA-D21",0.0504377238360525,0.102684832698858,0.130395377818058
"118","SPR-SA-D22",0.0504377238360525,0.0922317912102843,0.117817339701838
"119","SPR-SA-D23",0.0504377238360525,0.0840558511876699,0.110985857757737
"120","SPR-SA-D24",0.0504377238360525,0.074964969640355,0.128589263420724
"121","SPR-SU-D01",0.0504377238360525,0.0776288923663625,0.110985857757737
"122","SPR-SU-D02",0.0504377238360525,0.0759432707733793,0.110985857757737
"123","SPR-SU-D03",0.0504377238360525,0.0748325506197552,0.110985857757737
"124","SPR-SU-D04",0.0504377238360525,0.0738341968911917,0.110985857757737
"125","SPR-SU-D05",0.0504377238360525,0.0739304050199658,0.110985857757737
"126","SPR-SU-D06",0.0504377238360525,0.0754161827332559,0.110985857757737
"127","SPR-SU-D07",0.0504377238360525,0.0785985582512983,0.110985857757737
"128","SPR-SU-D08",0.0504377238360525,0.0869924578985432,0.114442995798928
"129","SPR-SU-D09",0.0504377238360525,0.106892977455299,0.141655297862665
"130","SPR-SU-D10",0.0504377238360525,0.127378677203752,0.164341612793467
"131","SPR-SU-D11",0.0504377238360525,0.140686768467561,0.177886252696106
"132","SPR-SU-D12",0.0504377238360525,0.146474483833268,0.18533724340176
"133","SPR-SU-D13",0.0504377238360525,0.147572815533981,0.177472465084592
"134","SPR-SU-D14",0.0504377238360525,0.144912508101102,0.173257790368272
"135","SPR-SU-D15",0.0504377238360525,0.139920954106721,0.173543414191793
"136","SPR-SU-D16",0.0504377238360525,0.134574257425743,0.157665995975855
"137","SPR-SU-D17",0.0504377238360525,0.123429179978701,0.149489216799092
"138","SPR-SU-D18",0.0504377238360525,0.114553999968045,0.146786843029381
"139","SPR-SU-D19",0.0504377238360525,0.111361550224668,0.133477946493131
"140","SPR-SU-D20",0.0504377238360525,0.105738274551617,0.131974559121133
"141","SPR-SU-D21",0.0504377238360525,0.0985480562992964,0.127893518518519
"142","SPR-SU-D22",0.0504377238360525,0.088171709264718,0.115629522431259
"143","SPR-SU-D23",0.0504377238360525,0.0797664970589191,0.110985857757737
"144","SPR-SU-D24",0.0504377238360525,0.0795175995120429,0.110985857757737
"145","SUM-WK-D01",0.0416542695626302,0.0602828996819243,0.13956043956044
"146","SUM-WK-D02",0.0409559698532328,0.0593346573982125,0.13956043956044
"147","SUM-WK-D03",0.0394436164927968,0.0589570178755665,0.13956043956044
"148","SUM-WK-D04",0.0352405721716515,0.0584632084981003,0.13956043956044
"149","SUM-WK-D05",0.0388065522620905,0.0592059438123984,0.13956043956044
"150","SUM-WK-D06",0.0413335932930396,0.0626337786797849,0.13956043956044
"151","SUM-WK-D07",0.0419531639262581,0.0749931072511718,0.13956043956044
"152","SUM-WK-D08",0.0436164927968207,0.0975952806692105,0.145748049741253
"153","SUM-WK-D09",0.0504377238360525,0.118284727551804,0.161213150177497
"154","SUM-WK-D10",0.0504377238360525,0.127417699534223,0.164725842523328
"155","SUM-WK-D11",0.0504377238360525,0.129100326107807,0.16131268777444
"156","SUM-WK-D12",0.0504377238360525,0.125774496977979,0.160834252481701
"157","SUM-WK-D13",0.0504377238360525,0.121428907362298,0.154679040989946
"158","SUM-WK-D14",0.0504377238360525,0.119823706667191,0.154142879185311
"159","SUM-WK-D15",0.0504377238360525,0.117590898241706,0.15421389467191
"160","SUM-WK-D16",0.0504377238360525,0.112683639720022,0.144019138755981
"161","SUM-WK-D17",0.0504377238360525,0.102624179943768,0.13956043956044
"162","SUM-WK-D18",0.0504377238360525,0.0973131110940026,0.13956043956044
"163","SUM-WK-D19",0.0504377238360525,0.0941499915864269,0.13956043956044
"164","SUM-WK-D20",0.0504377238360525,0.0897445672893633,0.13956043956044
"165","SUM-WK-D21",0.0504377238360525,0.0815799955779659,0.13956043956044
"166","SUM-WK-D22",0.0472433178814479,0.0718056510680212,0.13956043956044
"167","SUM-WK-D23",0.0442504216688163,0.0647682357168523,0.13956043956044
"168","SUM-WK-D24",0.0427605409705648,0.0614881693648817,0.13956043956044
"169","SUM-SA-D01",0.0478134110787172,0.0632926127184133,0.116769095697981
"170","SUM-SA-D02",0.0467643349180169,0.0628829606919171,0.116769095697981
"171","SUM-SA-D03",0.0461478674827553,0.0623664740329445,0.116769095697981
"172","SUM-SA-D04",0.0446207883439573,0.0619589929419847,0.116769095697981
"173","SUM-SA-D05",0.0448979591836735,0.0626540240916661,0.116769095697981
"174","SUM-SA-D06",0.0450915465523958,0.0671012078330784,0.116769095697981
"175","SUM-SA-D07",0.0522824814670308,0.0841895839982474,0.116769095697981
"176","SUM-SA-D08",0.0692682926829268,0.110425825452278,0.141234264660731
"177","SUM-SA-D09",0.0866433021806854,0.129574586661713,0.154712643678161
"178","SUM-SA-D10",0.101676740105284,0.138279932546374,0.157264563665669
"179","SUM-SA-D11",0.117395529640428,0.137437232657616,0.154610584700716
"180","SUM-SA-D12",0.118891188911889,0.133207707206415,0.151221761180267
"181","SUM-SA-D13",0.114724220623501,0.13083968290618,0.159501187648456
"182","SUM-SA-D14",0.113454198473282,0.127675414107575,0.144201122618389
"183","SUM-SA-D15",0.112191608139744,0.124276377217554,0.142561190823295
"184","SUM-SA-D16",0.103197396132491,0.117258543122427,0.13659398034398
"185","SUM-SA-D17",0.0967003623879458,0.108458705782954,0.129019908116386
"186","SUM-SA-D18",0.0940064897881275,0.103710026781618,0.119777488460173
"187","SUM-SA-D19",0.090040532715692,0.101544101090362,0.119517673483863
"188","SUM-SA-D20",0.0834457506263249,0.0981665393430099,0.115211734090371
"189","SUM-SA-D21",0.0748456790123457,0.0911528150134048,0.111528984567501
"190","SUM-SA-D22",0.0650579150579151,0.0818040737397709,0.103158641902283
"191","SUM-SA-D23",0.0582496136012365,0.0737406520418179,0.0913177194227585
"192","SUM-SA-D24",0.0497280497280497,0.0648153887886679,0.116769095697981
"193","SUM-SU-D01",0.0520108275328693,0.0668108340158106,0.0781546489563567
"194","SUM-SU-D02",0.0496816515531545,0.0653143790543293,0.0761474550294426
"195","SUM-SU-D03",0.0485521235521236,0.0646348889919181,0.075612526367029
"196","SUM-SU-D04",0.046062789500772,0.063890178280406,0.0743539736713798
"197","SUM-SU-D05",0.0472966437759938,0.0636234297651903,0.0742012779552716
"198","SUM-SU-D06",0.0475084663763909,0.0645925564980087,0.075174684764276
"199","SUM-SU-D07",0.04928350116189,0.0663859977048704,0.0766420459058057
"200","SUM-SU-D08",0.0554263565891473,0.0734506890100726,0.085353574471381
"201","SUM-SU-D09",0.0664345807948941,0.0877345104839981,0.104009687836383
"202","SUM-SU-D10",0.0885648058721267,0.103725568981715,0.121443442054129
"203","SUM-SU-D11",0.102457535236718,0.115091770925882,0.140845070422535
"204","SUM-SU-D12",0.110478579698958,0.119570441026705,0.145983728658187
"205","SUM-SU-D13",0.110372031866347,0.119838904937042,0.146222121074192
"206","SUM-SU-D14",0.108540052946367,0.117573370599783,0.134773496695148
"207","SUM-SU-D15",0.103124435614954,0.115422613220389,0.143247676325861
"208","SUM-SU-D16",0.0930673406752121,0.110902775943005,0.144920941872369
"209","SUM-SU-D17",0.0873160880853928,0.10212630099456,0.133396404919584
"210","SUM-SU-D18",0.0849056603773585,0.0980063489685608,0.133396404919584
"211","SUM-SU-D19",0.0833333333333333,0.096037296037296,0.133396404919584
"212","SUM-SU-D20",0.0753671107653408,0.0926528321408562,0.133396404919584
"213","SUM-SU-D21",0.069737995519626,0.0871898576650852,0.133396404919584
"214","SUM-SU-D22",0.0582278481012658,0.0786995515695067,0.133396404919584
"215","SUM-SU-D23",0.0505257009345794,0.0702874415994787,0.133396404919584
"216","SUM-SU-D24",0.0532521503817532,0.0689232625513421,0.0800836214521187
"217","FAL-WK-D01",0.0448712275422604,0.0636704119850187,0.101176470588235
"218","FAL-WK-D02",0.0435938330675173,0.0620746115923277,0.100840336134454
"219","FAL-WK-D03",0.0426267281105991,0.0618403421679462,0.100504201680672
"220","FAL-WK-D04",0.0396620511616991,0.0616230965214934,0.101444407121263
"221","FAL-WK-D05",0.042304628728206,0.0619243147264455,0.102452133019819
"222","FAL-WK-D06",0.0443099919921701,0.0655701754385965,0.112529392005375
"223","FAL-WK-D07",0.0540179763282015,0.0768097095795405,0.132683909976486
"224","FAL-WK-D08",0.0564043346953278,0.101602503188571,0.176016123614377
"225","FAL-WK-D09",0.0609885260370697,0.123598796330142,0.191803829358415
"226","FAL-WK-D10",0.0661347517730496,0.132368148914168,0.212436974789916
"227","FAL-WK-D11",0.0727076397012508,0.133316008316008,0.21344537815126
"228","FAL-WK-D12",0.0770820231785105,0.131184454140286,0.258487394957983
"229","FAL-WK-D13",0.0790797987059669,0.127248245050062,0.233613445378151
"230","FAL-WK-D14",0.0768331084120558,0.126752966558792,0.217142857142857
"231","FAL-WK-D15",0.0766669666156753,0.12513976090135,0.21344537815126
"232","FAL-WK-D16",0.0722707227072271,0.119421026270373,0.207731092436975
"233","FAL-WK-D17",0.0676089305005401,0.110150858748157,0.180504201680672
"234","FAL-WK-D18",0.0658143513099847,0.10350008838607,0.169075630252101
"235","FAL-WK-D19",0.0645625393399874,0.100216846634027,0.158991596638655
"236","FAL-WK-D20",0.0625056210090836,0.0952112919590717,0.149915966386555
"237","FAL-WK-D21",0.0567357054345902,0.0847834255839568,0.139495798319328
"238","FAL-WK-D22",0.0523415977961433,0.0745031842246605,0.122016806722689
"239","FAL-WK-D23",0.0485754733675456,0.0681295345956468,0.109243697478992
"240","FAL-WK-D24",0.0461824294435106,0.0650442477876106,0.102521008403361
"241","FAL-SA-D01",0.0552962298025135,0.0655891564674203,0.0809076323630529
"242","FAL-SA-D02",0.054693804357572,0.0644504823142616,0.0794269340974212
"243","FAL-SA-D03",0.0533154121863799,0.0640085866781048,0.0788262370540852
"244","FAL-SA-D04",0.0529237933196024,0.0622071227741331,0.0790927930002303
"245","FAL-SA-D05",0.053368015068616,0.0631096019549395,0.0794732586346309
"246","FAL-SA-D06",0.0547357123691977,0.0691065391211674,0.0855819339895773
"247","FAL-SA-D07",0.0655604653259987,0.0836078059636783,0.110473786853275
"248","FAL-SA-D08",0.0867740471869329,0.112375164246885,0.150022747952684
"249","FAL-SA-D09",0.104318817058877,0.136198701388344,0.173932736949383
"250","FAL-SA-D10",0.118738738738739,0.145423092903548,0.179141660061148
"251","FAL-SA-D11",0.12408630559225,0.145441971388057,0.179782981153627
"252","FAL-SA-D12",0.122278056951424,0.14307287636698,0.183011214507278
"253","FAL-SA-D13",0.121364452423698,0.141721579369907,0.18210157163268
"254","FAL-SA-D14",0.120226435438943,0.138469374947367,0.177435554067626
"255","FAL-SA-D15",0.117530395792015,0.135324734102738,0.168565683646113
"256","FAL-SA-D16",0.110153846153846,0.128315854410857,0.15922107674685
"257","FAL-SA-D17",0.100563082878761,0.118856353113933,0.148879223820676
"258","FAL-SA-D18",0.0993383404864092,0.115913103554157,0.13919796012981
"259","FAL-SA-D19",0.097074349109779,0.111036564911104,0.137875
"260","FAL-SA-D20",0.0923747276688453,0.106588109266202,0.129021522076769
"261","FAL-SA-D21",0.0823058980339887,0.0972808040922552,0.115789473684211
"262","FAL-SA-D22",0.0714541547277937,0.0868631325715268,0.109339132535943
"263","FAL-SA-D23",0.0649101378467981,0.0780873753009976,0.0970132743362832
"264","FAL-SA-D24",0.0580164992826399,0.0667612376983775,0.083295142071494
"265","FAL-SU-D01",0.0587813620071685,0.0692745131828365,0.0861132660977502
"266","FAL-SU-D02",0.0583100558659218,0.0672258979206049,0.0837927232635061
"267","FAL-SU-D03",0.0568558951965066,0.0667533081285444,0.0821738796218003
"268","FAL-SU-D04",0.0559862187769165,0.0664198102291136,0.0830731876517516
"269","FAL-SU-D05",0.0554742010509088,0.0666975451597962,0.0836301117524254
"270","FAL-SU-D06",0.0557040613951884,0.0684332619557459,0.082702174444173
"271","FAL-SU-D07",0.0573742246726396,0.0710401996612889,0.087725341600643
"272","FAL-SU-D08",0.0593800684808074,0.0813143046797212,0.106681896059395
"273","FAL-SU-D09",0.0646672070611546,0.0956756423002667,0.131749460043197
"274","FAL-SU-D10",0.0848555745523261,0.113716502115656,0.154655504016291
"275","FAL-SU-D11",0.0991735537190083,0.128032501450958,0.166854693140794
"276","FAL-SU-D12",0.111280624607377,0.133781590540227,0.17061077304485
"277","FAL-SU-D13",0.114278173660596,0.134348371720713,0.174181940852356
"278","FAL-SU-D14",0.1134401972873,0.132805290679791,0.177885727504048
"279","FAL-SU-D15",0.108155716047208,0.128831455362068,0.179219905850706
"280","FAL-SU-D16",0.104636812411848,0.125095230839555,0.174202127659574
"281","FAL-SU-D17",0.096674605274764,0.115929729270984,0.164259321464562
"282","FAL-SU-D18",0.0931799802318268,0.10860342779569,0.138449543328135
"283","FAL-SU-D19",0.092314606741573,0.106136692484467,0.130375581527289
"284","FAL-SU-D20",0.0848861283643892,0.101627366323481,0.126093122193335
"285","FAL-SU-D21",0.0782493368700265,0.0941569282136895,0.116103202846975
"286","FAL-SU-D22",0.0695721357850071,0.0833893745796907,0.103590085584084
"287","FAL-SU-D23",0.0645332390381895,0.0746568463341145,0.0952603861907548
"288","FAL-SU-D24",0.0621997029789464,0.0728335991493886,0.0896073903002309
